id,title,year,ISBN,age_limit,price,count,description,author_id,img_path
148,Война миров,1898,978-5-17-110568-6,2,609,42,"На землю вторглись пришельцы с Марса. Они долго готовились к нашествию и настроены весьма недружелюбно. Сможет ли кто-то или что-то остановить гигантских чудовищ, испепеляющих тепловым лучом все на своем пути?",63,
149,Машина времени,1895,978-5-17-110569-3,2,193,31,"«Машина времени» — научно-фантастический роман Герберта Уэллса, написан в 1895 году. В этом произведении автор впервые ввел в фантастику идею путешествия во времени с помощью специального устройства — машины времени.",63,
150,Человек-невидимка,1897,978-5-17-110570-9,2,869,5,"«Человек-невидимка» – блестящий роман великого фантаста Герберта Уэллса, повествующий об удивительной, трагической судьбе учёного-физика, возомнившего себя «сверхчеловеком», ставшего впоследствии одним из наиболее известных образов злого гения в мировой литературе. Благодаря напряженному, почти детективному сюжету и детальной достоверности происходящего роман получил необычайную популярность у читателей и бессчетное количество экранизаций.",63,/bookshop/img/products/chelovek-nevidimka.jpg
151,Остров доктора Моро,1896,978-5-17-110571-6,3,683,83,"Переместившись на 800 тысяч лет вперед, Путешественник по Времени оказывается лицом к лицу с существами, в которых лишь смутно угадываются его соплеменники: социальное расслоение человечества к 802701 году перешло в биологическое, и отдаленные потомки правящего класса - изнеженные, утонченные, слабые элои - живут в опасном соседстве с деградировавшими потомками пролетариев - хищными монстрами-морлоками, которые обитают под землей, в мире, полном всевозможных механизмов, но лишенном света… Чарльз Эдвард Прендик, который чудом выжил во время кораблекрушения, попадает на маленький тихоокеанский остров, где становится свидетелем зловещих вивисекторских экспериментов гениального и безумного доктора Моро, одержимого иллюзией своего всемогущества и дерзновенно преступающего законы природы.",63,/bookshop/img/products/ostrov-doktora-moro.jpg
152,Франкенштейн,1818,978-5-17-110572-3,2,417,33,"Один из главных готических романов мировой литературы, основополагающий текст научной фантастики, который заставил миллионы читателей размышлять о материях за пределами земной человеческой жизни. Молодой врач Виктор Франкенштейн, с детства увлеченный трудами Парацельса, ставит эксперименты по воскрешению. Одержимый желанием превзойти саму природу, сделать человека неуязвимым для болезней и смерти, он терпит неудачу за неудачей, пока одной унылой ноябрьской ночью существо на его столе, собранное из мертвой материи, не открывает глаза. В минуту триумфа гениальный алхимик и подумать не может, что стоит на пороге вовсе не всемирной славы, а ужасной катастрофы, которая вот-вот разразится — и разрушит жизни его близких, а заодно и его собственную.",64,/bookshop/img/products/frankenshtein.jpg
153,Дракула,1897,978-5-17-110573-0,3,483,3,"Трансильвания, конец девятнадцатого века. Юрист Джонатан Гаркер помогает загадочному графу купить недвижимость в Англии. Удачная сделка с очаровательным аристократом оборачивается кошмаром, и Гаркер становится пленником в древнем замке вампира. Однако это только начало кровавых завоеваний графа, который отправляется на охоту в людный и беззащитный Лондон.",65,/bookshop/img/products/drakula.jpg
154,Доктор Джекил и мистер Хайд,1886,978-5-17-110574-7,2,942,41,"«Странная история доктора Джекила и мистера Хайда» – классика «литературы ужасов», произведение, популярность которого со временем лишь возрастает. Небольшая повесть о викторианском ученом, поставившем над собой дерзкий и опасный эксперимент и тем самым выпустившем на волю из глубин подсознания свое темное «я» – зловещего негодяя и убийцу мистера Хайда, – по-прежнему будоражит умы и сердца, не оставляя равнодушным ни одного читателя.",66,/bookshop/img/products/doktor-dzhekil-i-mister-khaid.jpg
155,Остров сокровищ,1883,978-5-17-110575-4,1,510,4,"""Остров сокровищ"". Величайший приключенческий роман всех времен и народов. Книга, которой зачитывались знаменитейшие писатели прошлого и обычные школьники. Книга, от которой поистине невозможно оторваться. Меняются времена и эпохи, однако отважные герои Стивенсона по-прежнему восхищают, будоражат воображение и заставляют сердца читателей биться быстрее.",66,/bookshop/img/products/ostrov-sokrovishch.jpg
156,Чёрная стрела,1888,978-5-17-110576-1,1,674,52,"""Смутное время"" в Англии, XV век, война Алой и Белой Розы за английский престол.
Сэр Дэниэл Брэкли, опекун юного Ричарда Шелтона, сражается то на одной, то на другой стороне, взвешивая свою выгоду, и Ричард беспрекословно верит ему, пока одна встреча за другой не открывают ему глаза на беспринципность и коварство того, кто заменил ему отца - но и прибрал к рукам его имение. Грандиозные битвы и трактирные драки, побеги и похищения, переодевания и разоблачения, симпатия, перерастающая в настоящую любовь, юмор и тонкий психологизм - в этом романе не найдётся ни одного ""картонного"" персонажа, ни одной затянутой сцены, ни одной лишней сюжетной линии.",66,
157,Робинзон Крузо,1719,978-5-17-110577-8,1,272,77,"«Робинзон Крузо» — это классический приключенческий роман, написанный английским писателем Даниэлем Дефо. Книга рассказывает историю главного героя, молодого английского торговца по имени Робинзон Крузо, который оказывается на необитаемом острове после кораблекрушения. Предполагая, что остров будет его родным домом ближайшие годы, Крузо начинает приспосабливаться к жизни в дикой природе. Он изучает различные навыки выживания, строит укрепления и собирает необходимые ресурсы для выживания. В книге описываются его ежедневные борьба с голодом, суматоха при встрече с дикими животными и попытки обрести прочную психологическую основу для жизни в одиночестве. Эта история показывает силу человеческого духа, его способность приспосабливаться к экстремальным обстоятельствам и находить радость и надежду даже в самых отчаянных ситуациях.",67,/bookshop/img/products/robinzon-kruzo.jpg
158,Путешествия Гулливера,1726,978-5-17-110578-5,1,506,99,"По воле судьбы корабельный врач Лемюэль Гулливер оказывается на судне, которое терпит крушение. Так начинается шестнадцатилетнее путешествие героя: от Лилипутии до страны лошадей с разумом человека — гуигнгмов. Свифт при помощи фантастического сюжета, мягкой иронии, а порой и ядовитого сарказма высмеивает человеческие пороки и обнажает социальные язвы общества.",68,
159,Алые паруса,1923,978-5-17-110579-2,1,175,73,"Она — простая девушка с нежным сердцем. Он — романтик, который не может жить без моря. Под каким парусом пройдёт их будущая жизнь?
Пережившие невзгоды герои столкнутся посреди бушующего океана жизни.
История любви, достойная Оскара. История, окрашенная в пятьдесят оттенков алого цвета.",69,/bookshop/img/products/alye-parusa.jpg
160,Бегущая по волнам,1928,978-5-17-110580-8,1,357,61,"Культовый роман последнего русского романтика Александра Грина переносит читателя в чарующий мир недостижимой мечты, где сказка живет рядом с былью, а герои верят в силу добра и красоты. Тонкий, лиричный и вместе с тем удивительно динамичный роман ""Бегущая по волнам"" наполнен неповторимой гриновской атмосферой ожидания чуда, мечтой о Несбывшемся, воплощенной в образе Фрези Грант.",69,
161,Малыш и Карлсон,1955,978-5-17-110581-5,1,686,81,"Представьте, что однажды мимо вашего окна с жужжанием пролетит маленький толстенький человечек с моторчиком и пропеллером на спине и скажет: «Привет! Можно мне здесь на минуточку приземлиться?» Именно так познакомились герои одной из самых популярных детских книжек – Малыш и Карлсон, который живёт на крыше.",70,
162,Пеппи Длинныйчулок,1945,978-5-17-110582-2,1,407,26,"Героиня сказочной повести Астрид Линдгрен Пеппи Длинныйчулок – великая фантазёрка и выдумщица. Рядом с ней никому не хочется становиться взрослым. У неё даже есть пилюли, которые помогают детям не взрослеть. Да и зачем, если «взрослых вечно донимают мозоли, налоги и всякие другие неприятности»?! И хотя порой Пеппи ведёт себя очень странно, она самая добрая, самая удивительная, самая лучшая девочка на свете.",70,/bookshop/img/products/peppi-dlinnychulok.jpg
163,"Рони, дочь разбойника",1981,978-5-17-110583-9,1,739,3,"«Рони, дочь разбойника» – последняя книга Астрид Линдгрен, одной из самых известных в мире и, пожалуй, самой знаменитой в Швеции детской писательницы. Легко и непринуждённо ведёт она своё повествование о вражде двух разбойничьих кланов, умело переплетая реальность с миром фэнтези. Книга овеяна грустью, но она вполне оправдана, когда речь идёт о самом главном в жизни.",70,
164,Волшебник Изумрудного города,1939,978-5-17-110584-6,1,675,49,"Сильный ураган уносит девочку Элли и ее собачку Тотошку в Волшебную страну. Как же им теперь вернуться домой? Элли отправляется в опасное путешествие в Изумрудный город, где живет Великий Волшебник Гудвин, ведь он может исполнить любое желание. Какие приключения ждут девочку и ее отважного песика, кто встретится им на пути?
Давайте и мы пойдем вместе с друзьями по дороге из желтого кирпича!",71,
165,Урфин Джюс и его деревянные солдаты,1963,978-5-17-110585-3,1,265,24,"Страшиле и Железному Дровосеку снова нужна помощь смелой девочки из Канзаса - Элли, ведь деревянная армия Урфина Джюса захватила Изумрудный город. Приключения Элли, Тотошки и их друзей продолжаются!",71,
166,Семь подземных королей,1937,978-5-17-110586-0,1,833,5,"Глубоко-глубоко в земле находится Страна Подземных рудокопов. Правят в ней по очереди семь королей. Однажды источник Усыпительной воды – залог благополучия и мира в стране – исчезает. Элли вместе со своим троюродным братом Фредом пытаются найти выход из пещеры и оказываются в Подземной стране. Теперь уже Страшиле, Железному Дровосеку и Храброму Льву предстоит выручить из беды Элли, а заодно и восстановить волшебный источник.",71,
167,Незнайка на Луне,1965,978-5-17-110587-7,1,454,37,"В фантастической повести «Незнайка на Луне» вы прочитаете о космических приключениях Незнайки и его друзей, которые решили отправиться в путешествие на Луну.",72,
168,Незнайка в Солнечном городе,1958,978-5-17-110588-4,1,126,76,"Незнайка совершил подряд три добрых дела, и за это волшебник подарил ему волшебную палочку. Но предупредил, что палочка потеряет свою силу, если мальчик совершит три скверных поступка. И вот, Незнайка с друзьями, Кнопочкой и Пестреньким, отправляются в Солнечный город, где их ожидают необыкновенные приключения.",72,
169,Приключения Травки,1940,978-5-17-110589-1,1,353,43,"Книга рассказывает о маленьком мальчике по прозвищу Травка. Он живет в огромном городе, Москве, вместе с папой и мамой. И ему хочется все знать. И именно из-за его любознательности с ним происходят забавные приключения.",84,
170,Дети капитана Гранта,1868,978-5-17-110590-7,1,682,68,"Девушка и мальчик в компании аристократа, его жены, чудаковатого профессора, старого морского волка и закаленного в боях майора отправляются в рискованную кругосветную экспедицию. Переплывают несколько океанов, преодолевают горы, джунгли и пустыни в Южной Америке, Австралии и Новой Зеландии. Спасаются от пожаров, наводнений, злобных каторжников и диких людоедов. Найдут ли они своего отца, капитана Гранта, потерпевшего кораблекрушение?",73,
171,Вокруг света за 80 дней,1873,978-5-17-110591-4,1,896,45,"Мистер Филеас Фогг вел размеренную, спокойную жизнь – по крайней мере, до того, как поспорил, что сможет обогнуть земной шар в кратчайшие сроки. И теперь, как истинный англичанин и джентльмен, он во что бы то ни стало обязан выиграть необычное пари!
Вместе с верным слугой Паспарту он отправляется в полное опасностей и приключений кругосветное путешествие. Героям предстоит пережить восемьдесят самых удивительных и непредсказуемых дней в своей жизни: прочувствовать экзотику далеких стран, попасть в шторм на корабле, проехаться верхом на слоне, сразиться с кровожадными индейцами и быть арестованными буквально перед самой победой.",73,
172,Таинственный остров,1874,978-5-17-110592-1,1,546,73,"В Америке Гражданская война, пятеро товарищей-северян бегут из стана неприятеля на воздушном шаре. Страшный ураган уносит их удивительное средство спасения на заброшенный остров в Тихом океане. Чудом выжив, они пытаются спастись на диком острове, не имея с собой ни топоров, ни пороха, ни даже спичек… Впрочем, одна спичка как-то уцелела - значит можно развести огонь, а это первый шаг к цивилизации.",73,
173,Путешествие к центру Земли,1864,978-5-17-110593-8,1,982,84,"Профессор Лиденброк одержим идеей исследовать недра нашей планеты. Однажды ученый находит древний манускрипт, который открывает ему путь к центру Земли! Вместе с племянником Акселем и смелым проводником Гуденом он отправляется в рискованное путешествие. Однако у центра планеты их ждет смертельная угроза. Что скрывают недра Земли? Сможет ли команда преодолеть все преграды и вернуться на поверхность?",73,
174,20 000 лье под водой,1870,978-5-17-110594-5,1,680,100,"Когда профессор Пьер Аронакс, его слуга Консейль и китобой Нед Ленд отправились на поиски неизвестной науке рыбы, они и представить не могли, чем обернется их экспедиция. Странное морское чудище оказывается не живым существом, а… подводной лодкой ""Наутилус"". Но куда больше вопросов вызывает ее хозяин — загадочный капитан Немо, прошлое которого окутано тайнами. Вместе им предстоит исследовать бескрайние океанские просторы и пройти под водой 20 000 лье.",73,
175,Зов предков,1903,978-5-17-110595-2,1,550,80,"Домашняя жизнь дружелюбного пса по кличке Бэк перевернулась с ног на голову. Его похитили, увезли на Аляску и продали золотоискателям. Здесь его ждут холод сурового Севера, бескрайние снежные равнины, зимние опасные вьюги. Ему предстоит найти свое место в мире и стать хозяином своей жизни, сильным и смелым зверем.",74,
176,Белый клык,1906,978-5-17-110596-9,1,914,57,"В романе Джека Лондона «Белый Клык» контрастность нашего мира отображается особенно ярко: произведение начинается на далёком севере, во власти природы, а его финал разворачивается на тёплом юге. На протяжении всего романа жестокость и ненависть противопоставляются человечности и дружбе. И даже главный герой, волк по имени Белый Клык, рождён от союза домашней собаки и дикого волка.",74,
177,Морской волк,1904,978-5-17-110597-6,3,629,75,"Увлекательный, напряженный приключенческий роман.
Самое яркое из крупных произведений Джека Лондона, вошедшее в золотой фонд мировой беллетристики, не единожды экранизированное как на Западе, так и в нашей стране.
Меняются времена, проходят десятилетия - но и сейчас, более века спустя после выхода романа, читателя не просто захватывает, а завораживает история смертельного противостояния чудом выжившего при кораблекрушении молодого писателя Хэмфри и его невольного спасителя и беспощадного врага - бесстрашного и жестокого капитана китобойного судна Волка Ларсена, полупирата, одержимого комплексом сверхчеловека.",74,
178,Сердца трёх,1919,978-5-17-110598-3,3,609,28,"Книга, написанная в соавторстве с голливудским сценаристом Чарльзом Годдардом, изначально замышлялась как киносценарий. И это чувствуется с первых страниц. Динамичный сюжет, стремительная смена места действия, самые привлекательные элементы блокбастера: путешествия, поиски сокровищ, любовный треугольник, тайна рождения — всё свидетельствует о том, что и в качестве киносценариста автор обязательно обрёл бы мировую славу.",74,
179,Поллианна,1913,978-5-17-110599-0,1,548,82,"Вскоре после смерти отца в провинциальный городок Белдингсвилл переезжает маленькая девочка Поллианна. Её приютила строгая тётушка Полли, но женщина сделала это исключительно из чувства долга, без какого-либо сострадания к малышке. Девочку ждут суровое воспитание и встреча с хмурыми жителями города.
Казалось, что жизнь сиротки станет сложной и безрадостной, но, будто по волшебству, каждый, кто знакомился с Поллианной, навсегда менял свою жизнь и становился счастливее. Секрет девочки прост, и она охотно делится им с каждым жителем города.",75,
180,Поллианна вырастает,1915,978-5-17-110600-3,1,881,7,"Знаменитая Поллианна, любимая героиня множества девчонок, подросла. И как всякая молодая девушка – влюбилась! Не просто складывается романтическая история Поллианны, но её необыкновенная игра «в радость» вновь помогает этой чудесной девушке справиться со всеми трудностями!",75,
181,Маленький лорд Фаунтлерой,1886,978-5-17-110601-0,1,662,15,"""Нравственная повесть для юношества"" под названием ""Маленький лорд Фаунтлерой"", созданная Фрэнсис Ходжсон Бёрнетт, впервые была опубликована полностью в далёком 1886 году. Благодаря неукоснительной, святой вере в конечную победу добра англо-американской писательницы, присущей ей изобретательности и трогательной простоте её стиля это на первый взгляд незамысловатое произведение вот уже почти сто сорок лет пробуждает лучшие чувства у своих читателей.",76,
182,Таинственный сад,1911,978-5-17-110602-7,1,670,90,"Когда родители десятилетней Мери Леннокс умирают, ей приходится покинуть родную Индию и отправиться в Англию. Она находит приют в доме мистера Арчибальда Крэвена, своего дяди. Все говорят, что он нелюдимый и мрачный горбун, но избегают говорить, почему.
Желание любопытной девочки исследовать каждый закоулок Миссельтуэйт-Мэнора встречает сопротивление со стороны его обитателей. Когда по коридорам разносится плач, обитатели дома делают вид, что это завывания ветра, но Мери уверена: от нее что-то скрывают.
Во время прогулки девочка случайно находит ключ от калитки, которая ведет в заброшенный сад. В нем царит невероятная тишина и растут розы и плющ, хвойные деревья и мох. Мери — первый гость таинственного сада за десять лет.
Теперь у нее есть собственный секрет.",76,
183,Принц и нищий,1881,978-5-17-110603-4,1,435,45,"Сюжет разворачивается в Англии в середине ХVI века. В один и тот же день на свет появились два мальчика, похожие друг на друга как две капли воды. Но только один родился принцем, а другой - нищим. Случайная встреча ребят обернулась интересной выдумкой - шутки ради мальчики решили поменяться местами.",24,
184,Чудесное путешествие Нильса,1906,978-5-17-110604-1,1,698,88,"В повести-сказке знаменитой шведской писательницы Сельмы Лагерлёф история удивительного путешествия непослушного мальчика Нильса переплетается с географией, бытом и обычаями северной страны, откуда и были родом герои книги.",77,
185,Снежная королева,1844,978-5-17-110605-8,1,326,15,"Самая длинная, самая зимняя, самая таинственная и философская сказка-притча Ганса Христиана Андерсена известна уже многим поколениями людей. Но от этого не становится менее значимой и любимой читателями по всему миру. Эта трогательная история — лучший способ поговорить с детьми об извечной борьбе добра со злом, о всемогущем милосердии и сострадании, о неизбежности испытаний и препятствий на пути к искренней и настоящей любви.",78,
186,Дюймовочка,1935,978-5-17-110606-5,1,875,35,"Одинокая женщина мечтает о ребёнке и обращается за помощью к колдунье. Та даёт ей ячменное зёрнышко, из которого вырастает цветок с крошечной девочкой внутри — Дюймовочкой. Но Дюймовочке не суждено прожить беззаботную жизнь в доме матери. Сначала ее похищает жаба, потом она попадает в лапы майского жука и, наконец, становится невестой богатого крота. К счастью, девочку спасает ласточка, которую сама добросердечная Дюймовочка когда-то уберегла от смерти. Финал волшебной сказки закономерен: Дюймовочка будет вознаграждена за кротость и великодушие. Она найдет свое счастье в прекрасном саду и выйдет замуж за такого же миниатюрного и прекрасного короля эльфов.",78,
187,Русалочка,1837,978-5-17-110607-2,1,790,71,"«Русалочка» — это сказка Ганса Христиана Андерсена, рассказывающая о молодой русалке, которая мечтает стать человеком. Она живет в подводном царстве и влюбляется в прекрасного принца, которого спасает от утопления. Чтобы получить возможность быть с ним, русалочка обращается к морской ведьме и жертвует своим голосом в обмен на человеческие ноги.
Однако жизнь на суше оказывается сложной: она испытывает физическую боль при каждом шаге и сталкивается с трудностями в общении с принцем. Несмотря на свои страдания, русалочка продолжает любить его, но вскоре понимает, что принц собирается жениться на другой. В конце концов, чтобы спасти принца и вернуть свой голос, она делает трудный выбор, который приводит к трагическому завершению её истории.",78,
188,Гадкий утёнок,1943,978-5-17-110608-9,1,144,18,"Сказка Ханса Кристиана Андерсена “Гадкий утёнок” давно уже стала классикой детской художественной литературы. Прочитав эту трогательную историю, дети поймут, что нельзя судить о ком-то только лишь по внешности. Ведь из гадкого утенка может вырасти прекрасный лебедь!",78,
189,Приключения Буратино,1936,978-5-17-110609-6,1,338,35,"Сказка А. Н. Толстого «Золотой ключик, или Приключения Буратино» познакомит юных читателей с увлекательной историей озорного деревянного мальчика с длинным носом. Вместе с Буратино ребятам предстоит столкнуться с морем опасностей, встретить новых друзей, а самое главное – раскрыть тайну золотого ключика!",79,
190,Конёк-Горбунок,1834,978-5-17-110610-2,1,692,29,"В одном царстве-государстве жил-был да не тужил Иван, самый младший из трёх братьев в крестьянской семье. И вот однажды посчастливилось ему получить в награду конька-горбунка. Но конёк оказался непростым. Был он хоть и маленького роста, зато обладал большой мудростью и знанием обо всём на свете. И благодаря этому не раз приходил на выручку Ивану.",80,
191,Айболит,1929,978-5-17-110611-9,1,628,71,"Кто не слышал о добром докторе Айболите? Его любят все дети на земле независимо от возраста! Он умеет лечить любые болезни, отлично знает звериный язык и всегда готов прийти на помощь. И его совсем не пугают далекие путешествия. Доктор Айболит и его питомцы - собака Авва, обезьянка Чичи, свинка Хрю-Хрю, попугай Карудо, Крокодил и двухголовый Тянитолкай - отправляются в Африку, чтобы вылечить больных обезьянок. Они пока не знают, что там их поджидает злой разбойник Бармалей! А еще они встретят мальчика Пенту и узнают, что жестокие пираты похитили его отца. Но и это не все: Айболиту и его друзьям предстоит совершить немало добрых дел!",81,
192,Мойдодыр,1923,978-5-17-110612-6,1,789,84,"""Мойдодыр"" – признанный сказочный шедевр автора. Все началось, когда от мальчика внезапно начинают убегать его вещи. И тут появляется умывальник Мойдодыр и объясняет мальчику, что это все из-за его неряшливости. Мальчик ведь грязнуля! Мойдодыр помогает мальчику, он приказывает и щеткам и мочалкам и мылу умыть мальчика, но он не слушается и убегает. На улице мальчику встречается крокодил, который грозиться съесть ребенка, если тот не умоется, поэтому мальчик решает вернуться домой и послушаться Мойдодыра. Он понимает, что его неряшливость привела к тому, что вещи начали убегать, и он не хочет потерять их навсегда.
Когда мальчик возвращается, Мойдодыр с радостью принимает его и начинает процесс умывания.",81,
193,Библия,300,978-5-17-110613-3,1,824,71,"Книги Священного писания Ветхого и Нового Завета, канонические.",82,/bookshop/img/products/bibliya.jpg
194,Тора,-300,978-5-17-110614-0,1,114,3,"Тора — это священное писание иудаизма, состоящее из пяти книг: Бытие, Исход, Левит, Числа и Второзаконие. Она содержит законы, заповеди, истории о создании мира, патриархах и исходе из Египта. Тора является основой еврейской религии и культуры, определяя моральные и этические нормы для еврейского народа.",82,
195,Коран,632,978-5-17-110615-7,1,503,37,"Коран — это священное писание ислама, считающееся словом Бога (Аллаха), переданным пророку Мухаммеду через ангела Гавриила.",82,
196,Зов Ктулху,1928,978-5-17-110616-4,4,900,65,"В произведении рассказывается о древнем существе по имени Ктулху, которое спит в подводном городе Р'льех. Главный герой, исследуя странные события и мистические культы, сталкивается с ужасами, которые ставят под сомнение человеческое восприятие реальности. Книга исследует темы безумия, тайны и непостижимости космоса, ставя человека на его место в безбрежной вселенной. «Зов Ктулху» стал основополагающим произведением в жанре ужасов и вдохновил множество авторов и культурных явлений.",83,
197,Кошки Ултара,1920,978-5-17-110617-1,4,837,60,Из-за пожилой крестьянской четы погиб маленький черный котенок. Возмездие было скорым.,83,
198,Хребты безумия,1936,978-5-17-110618-8,4,768,63,"Профессор Мискатоникского университета, геолог Уильям Дайер, пытаясь предостеречь ученых, отправляющихся в Антарктику, рассказывает о предыдущей экспедиции в царство льдов. Во время путешествия участники экспедиции обнаружили древние руины и страшные секреты, которые таят эти неизведанные земли. За чередой высоченных гор, в глубине острова было найдено четырнадцать доисторических форм жизни, прежде неизвестных науке.",83,
199,Ужас Данвича,1929,978-5-17-110619-5,4,945,90,"Сюжет разворачивается в вымышленном городке Данвич, где происходят странные и зловещие события, связанные с древними культами и ужасными существами. Главный герой, исследуя историю семьи Уэйтов, обнаруживает тайны, связанные с их предками и их поклонением темным силам. В центре повествования находится таинственное существо — «нечто», которое пробуждается и угрожает всему городу. Произведение исследует темы безумия, наследия и столкновения человека с непостижимым ужасом. «Ужас Данвича» стал важной частью лавкрафтовского мифоса и продолжает влиять на жанр ужасов.",83,
200,Собачье сердце,1925,978-5-17-110620-1,4,599,65,"Преступление, смешавшее гениальность и безумие. Эксперименты над человеческой природой, которые ведет профессор Преображенский, открывают дверь в бездну, откуда приходит Зверь. Так ли сильна наука, которой мы безоговорочно верим? Что скрывается за личиной старика в белом халате? И с чего вы вообще решили, что собака — друг человека?",2,/bookshop/img/products/sobachye-serdtse.jpg
